origin,destination,weight,unsigned_weight
0,70,0.627919858,0.627919858
0,71,-0.589270908,0.0
0,72,0.518077193,0.518077193
0,4,0.639222938,0.639222938
0,5,0.56674102,0.56674102
0,75,0.53743639,0.53743639
1,0,0.711014631,0.711014631
1,71,-0.564816462,0.0
1,4,0.563844892,0.563844892
1,95,-0.577226534,0.0
2,3,-0.608384732,0.0
2,4,-0.795081074,0.0
2,17,-0.767955765,0.0
2,97,0.570678687,0.570678687
3,2,-0.567175572,0.0
3,73,0.579686452,0.579686452
3,17,0.707764959,0.707764959
3,28,-0.582675495,0.0
3,35,-0.500505715,0.0
4,70,0.562542283,0.562542283
4,2,-0.81103013,0.0
4,3,0.675321237,0.675321237
4,86,0.630131479,0.630131479
5,72,0.639933322,0.639933322
6,31,0.524076352,0.524076352
6,126,-0.632524718,0.0
6,129,-0.634020884,0.0
7,77,0.50593954,0.50593954
7,9,0.629464743,0.629464743
7,10,-0.858962924,0.0
7,11,0.540785847,0.540785847
7,12,-0.529128169,0.0
7,82,0.810253936,0.810253936
8,83,0.519534415,0.519534415
8,84,-0.720402994,0.0
9,83,0.546490012,0.546490012
9,94,-0.61081113,0.0
10,18,0.524338881,0.524338881
10,25,0.830168821,0.830168821
10,38,0.64136621,0.64136621
10,108,-0.503605901,0.0
11,94,-0.55216885,0.0
11,101,0.65526054,0.65526054
12,18,0.687748289,0.687748289
12,89,-0.596365123,0.0
12,94,0.567689478,0.567689478
12,53,0.533789845,0.533789845
12,54,-0.57792833,0.0
12,67,-0.718823589,0.0
13,19,0.563391109,0.563391109
13,89,0.503124881,0.503124881
13,94,-0.933197062,0.0
13,67,0.536225827,0.536225827
14,23,-0.50129455,0.0
14,27,0.581852137,0.581852137
15,83,0.519411655,0.519411655
15,55,-0.660803661,0.0
15,130,-0.703077713,0.0
15,62,-0.617528377,0.0
16,70,-0.514699541,0.0
16,17,0.563282518,0.563282518
17,2,-0.623562327,0.0
17,72,0.560785532,0.560785532
17,91,-0.556845878,0.0
17,28,-0.702224499,0.0
17,58,-0.616783256,0.0
18,3,-0.502277637,0.0
18,19,-0.533852428,0.0
18,20,-0.50644439,0.0
18,90,-0.548076406,0.0
18,91,0.538729759,0.538729759
19,15,0.595298849,0.595298849
20,77,0.5997173,0.5997173
20,79,-0.566210259,0.0
20,84,0.634461257,0.634461257
20,90,0.518226175,0.518226175
20,22,-0.874199685,0.0
21,37,-0.520577037,0.0
21,62,-0.579774145,0.0
22,77,0.528356308,0.528356308
22,17,-0.505698345,0.0
22,106,0.542025769,0.542025769
22,61,0.586728573,0.586728573
22,62,0.505769818,0.505769818
23,24,-0.595283073,0.0
24,112,0.630294449,0.630294449
25,8,-0.517584457,0.0
25,84,-0.903837487,0.0
25,22,0.618542489,0.618542489
26,1,-0.649973269,0.0
26,115,-0.552584668,0.0
26,122,0.53218079,0.53218079
