origin,destination,weight,unsigned_weight
0,415,0.627919858,0.627919858
0,140,-0.589270908,0.0
0,3,0.518077193,0.518077193
0,694,0.639222938,0.639222938
0,143,0.56674102,0.56674102
0,558,0.53743639,0.53743639
1,1035,0.711014631,0.711014631
1,830,-0.564816462,0.0
1,625,0.563844892,0.563844892
1,233,-0.577226534,0.0
2,969,-0.608384732,0.0
2,280,-0.795081074,0.0
2,983,-0.767955765,0.0
2,235,0.570678687,0.570678687
3,692,-0.567175572,0.0
3,694,0.579686452,0.579686452
3,293,0.707764959,0.707764959
3,97,-0.582675495,0.0
3,173,-0.500505715,0.0
4,139,0.562542283,0.562542283
4,692,-0.81103013,0.0
4,3,0.675321237,0.675321237
4,431,0.630131479,0.630131479
5,762,0.639933322,0.639933322
6,721,0.524076352,0.524076352
6,57,-0.632524718,0.0
6,1095,-0.634020884,0.0
7,698,0.50593954,0.50593954
7,768,0.629464743,0.629464743
7,79,-0.858962924,0.0
7,356,0.540785847,0.540785847
7,840,-0.529128169,0.0
7,634,0.810253936,0.810253936
8,773,0.519534415,0.519534415
8,981,-0.720402994,0.0
9,704,0.546490012,0.546490012
9,232,-0.61081113,0.0
10,432,0.524338881,0.524338881
10,232,0.830168821,0.830168821
10,1073,0.64136621,0.64136621
10,1074,-0.503605901,0.0
11,784,-0.55216885,0.0
11,308,0.65526054,0.65526054
12,984,0.687748289,0.687748289
12,779,-0.596365123,0.0
12,439,0.567689478,0.567689478
12,605,0.533789845,0.533789845
12,468,-0.57792833,0.0
12,481,-0.718823589,0.0
13,433,0.563391109,0.563391109
13,779,0.503124881,0.503124881
13,1060,-0.933197062,0.0
13,274,0.536225827,0.536225827
14,989,-0.50129455,0.0
14,855,0.581852137,0.581852137
15,635,0.519411655,0.519411655
15,883,-0.660803661,0.0
15,1027,-0.703077713,0.0
15,476,-0.617528377,0.0
16,1,-0.514699541,0.0
16,431,0.563282518,0.563282518
17,2,-0.623562327,0.0
17,72,0.560785532,0.560785532
17,22,-0.556845878,0.0
17,1063,-0.702224499,0.0
17,610,-0.616783256,0.0
18,279,-0.502277637,0.0
18,157,-0.533852428,0.0
18,20,-0.50644439,0.0
18,1056,-0.548076406,0.0
18,919,0.538729759,0.538729759
19,429,0.595298849,0.595298849
20,836,0.5997173,0.5997173
20,424,-0.566210259,0.0
20,774,0.634461257,0.634461257
20,849,0.518226175,0.518226175
20,850,-0.874199685,0.0
21,658,-0.520577037,0.0
21,545,-0.579774145,0.0
22,491,0.528356308,0.528356308
22,500,-0.505698345,0.0
22,865,0.542025769,0.542025769
22,889,0.586728573,0.586728573
22,200,0.505769818,0.505769818
23,921,-0.595283073,0.0
24,112,0.630294449,0.630294449
25,353,-0.517584457,0.0
25,429,-0.903837487,0.0
25,91,0.618542489,0.618542489
26,139,-0.649973269,0.0
26,805,-0.552584668,0.0
26,1088,0.53218079,0.53218079
26,961,-0.56358482,0.0
27,1046,-0.514993473,0.0
28,554,0.517818742,0.517818742
28,141,-0.53154533,0.0
28,85,-0.680228902,0.0
28,224,-0.754601207,0.0
28,643,0.537583331,0.537583331
28,445,-0.541202397,0.0
28,394,0.520019785,0.520019785
28,58,0.639064707,0.639064707
28,1095,0.697197503,0.697197503
29,720,0.503787281,0.503787281
29,1066,0.532001769,0.532001769
31,967,-0.54438858,0.0
31,361,0.659489632,0.659489632
31,30,0.712890706,0.712890706
31,678,-0.682073707,0.0
31,886,-0.780898251,0.0
31,543,-0.6498944,0.0
32,654,-0.56972274,0.0
32,862,-0.520953825,0.0
33,1044,0.503503521,0.503503521
33,1058,0.681368309,0.681368309
33,593,-0.72113732,0.0
34,900,0.613500497,0.613500497
36,828,-0.610486498,0.0
