origin,destination,weight,unsigned_weight
0,484,0.627919858,0.627919858
0,2,-0.589270908,0.0
0,348,0.518077193,0.518077193
0,418,0.639222938,0.639222938
0,212,0.56674102,0.56674102
0,351,0.53743639,0.53743639
1,483,0.711014631,0.711014631
1,278,-0.564816462,0.0
1,349,0.563844892,0.563844892
1,95,-0.577226534,0.0
2,348,-0.608384732,0.0
2,73,-0.795081074,0.0
2,293,-0.767955765,0.0
2,511,0.570678687,0.570678687
3,71,-0.567175572,0.0
3,349,0.579686452,0.579686452
3,17,0.707764959,0.707764959
3,373,-0.582675495,0.0
3,35,-0.500505715,0.0
4,277,0.562542283,0.562542283
4,347,-0.81103013,0.0
4,348,0.675321237,0.675321237
4,224,0.630131479,0.630131479
5,3,0.639933322,0.639933322
6,445,0.524076352,0.524076352
6,264,-0.632524718,0.0
6,474,-0.634020884,0.0
7,8,0.50593954,0.50593954
7,285,0.629464743,0.629464743
7,286,-0.858962924,0.0
7,149,0.540785847,0.540785847
7,12,-0.529128169,0.0
7,358,0.810253936,0.810253936
8,359,0.519534415,0.519534415
8,84,-0.720402994,0.0
9,83,0.546490012,0.546490012
9,370,-0.61081113,0.0
10,225,0.524338881,0.524338881
10,508,0.830168821,0.830168821
10,107,0.64136621,0.64136621
10,522,-0.503605901,0.0
11,301,-0.55216885,0.0
11,377,0.65526054,0.65526054
12,225,0.687748289,0.687748289
12,365,-0.596365123,0.0
12,163,0.567689478,0.567689478
12,467,0.533789845,0.533789845
12,468,-0.57792833,0.0
12,343,-0.718823589,0.0
13,364,0.563391109,0.563391109
13,503,0.503124881,0.503124881
13,301,-0.933197062,0.0
13,550,0.536225827,0.536225827
14,437,-0.50129455,0.0
14,96,0.581852137,0.581852137
15,428,0.519411655,0.519411655
15,55,-0.660803661,0.0
15,268,-0.703077713,0.0
15,62,-0.617528377,0.0
16,70,-0.514699541,0.0
16,155,0.563282518,0.563282518
17,140,-0.623562327,0.0
17,72,0.560785532,0.560785532
17,160,-0.556845878,0.0
17,442,-0.702224499,0.0
17,265,-0.616783256,0.0
18,348,-0.502277637,0.0
18,19,-0.533852428,0.0
18,434,-0.50644439,0.0
18,90,-0.548076406,0.0
18,298,0.538729759,0.538729759
19,222,0.595298849,0.595298849
20,491,0.5997173,0.5997173
20,493,-0.566210259,0.0
20,498,0.634461257,0.634461257
20,21,0.518226175,0.518226175
20,505,-0.874199685,0.0
21,175,-0.520577037,0.0
21,338,-0.579774145,0.0
22,215,0.528356308,0.528356308
22,293,-0.505698345,0.0
22,520,0.542025769,0.542025769
22,337,0.586728573,0.586728573
22,200,0.505769818,0.505769818
23,369,-0.595283073,0.0
24,43,0.630294449,0.630294449
25,353,-0.517584457,0.0
25,153,-0.903837487,0.0
25,367,0.618542489,0.618542489
26,1,-0.649973269,0.0
26,115,-0.552584668,0.0
26,260,0.53218079,0.53218079
26,133,-0.56358482,0.0
27,494,-0.514993473,0.0
28,71,0.517818742,0.517818742
28,3,-0.53154533,0.0
28,154,-0.680228902,0.0
28,155,-0.754601207,0.0
28,298,0.537583331,0.537583331
28,514,-0.541202397,0.0
28,325,0.520019785,0.520019785
28,127,0.639064707,0.639064707
28,543,0.697197503,0.697197503
29,237,0.503787281,0.503787281
29,238,0.532001769,0.532001769
31,1,-0.54438858,0.0
31,85,0.659489632,0.659489632
31,306,0.712890706,0.712890706
31,540,-0.682073707,0.0
31,196,-0.780898251,0.0
31,60,-0.6498944,0.0
32,378,-0.56972274,0.0
32,310,-0.520953825,0.0
33,216,0.503503521,0.503503521
33,437,0.681368309,0.681368309
33,386,-0.72113732,0.0
34,417,0.613500497,0.613500497
36,414,-0.610486498,0.0
36,37,-0.605716961,0.0
37,355,-0.505582817,0.0
37,303,0.671560989,0.671560989
37,167,0.552864503,0.552864503
37,183,-0.697771854,0.0
38,296,-0.528798618,0.0
39,94,0.586575102,0.586575102
39,373,-0.56935502,0.0
39,336,-0.56940629,0.0
40,7,0.656380733,0.656380733
41,210,0.563007696,0.563007696
41,24,0.670718402,0.670718402
41,249,0.502775905,0.502775905
41,526,-0.511845086,0.0
43,157,0.602903758,0.602903758
43,249,0.529401224,0.529401224
43,335,-0.546923318,0.0
44,114,-0.618911673,0.0
44,529,-0.51183572,0.0
45,383,0.575221083,0.575221083
45,135,0.547629828,0.547629828
46,522,0.674789919,0.674789919
46,130,0.621058917,0.621058917
47,447,-0.5061369,0.0
47,255,-0.576095835,0.0
48,354,0.673885553,0.673885553
48,92,0.671818454,0.671818454
48,234,-0.500723582,0.0
49,176,0.562034567,0.562034567
49,326,-0.546207681,0.0
50,453,-0.629147965,0.0
50,391,-0.602110502,0.0
50,542,0.502499683,0.502499683
51,141,-0.537122781,0.0
51,493,0.770301293,0.770301293
51,321,0.550677665,0.550677665
51,394,0.604909829,0.604909829
51,533,0.643925461,0.643925461
51,535,-0.698428679,0.0
52,253,0.547980483,0.547980483
53,187,0.638686748,0.638686748
53,188,0.505836228,0.505836228
53,397,-0.622937471,0.0
53,399,0.583254827,0.583254827
54,21,0.546516386,0.546516386
54,178,-0.588852825,0.0
54,395,-0.596478831,0.0
54,267,0.55357242,0.55357242
55,428,0.573424617,0.573424617
55,234,-0.525789612,0.0
55,382,0.686215468,0.686215468
55,539,0.543482959,0.543482959
56,372,0.852214286,0.852214286
56,98,0.760931265,0.760931265
56,321,-0.637699248,0.0
57,483,0.579895943,0.579895943
57,1,0.681806515,0.681806515
57,73,0.553194159,0.553194159
57,292,-0.545203872,0.0
57,444,-0.820549151,0.0
57,100,-0.798521452,0.0
57,196,0.689141656,0.689141656
58,0,0.725054156,0.725054156
58,208,0.713416684,0.713416684
58,223,-0.55796531,0.0
58,306,-0.520033227,0.0
58,100,-0.647906389,0.0
