origin,destination,weight,unsigned_weight
0,208,0.627919858,0.627919858
0,209,-0.589270908,0.0
0,210,0.518077193,0.518077193
0,73,0.639222938,0.639222938
0,212,0.56674102,0.56674102
0,213,0.53743639,0.53743639
1,207,0.711014631,0.711014631
1,140,-0.564816462,0.0
1,4,0.563844892,0.563844892
1,233,-0.577226534,0.0
2,141,-0.608384732,0.0
2,142,-0.795081074,0.0
2,224,-0.767955765,0.0
2,28,0.570678687,0.570678687
3,2,-0.567175572,0.0
3,211,0.579686452,0.579686452
3,224,0.707764959,0.707764959
3,97,-0.582675495,0.0
3,242,-0.500505715,0.0
4,208,0.562542283,0.562542283
4,71,-0.81103013,0.0
4,141,0.675321237,0.675321237
4,17,0.630131479,0.630131479
5,210,0.639933322,0.639933322
6,169,0.524076352,0.524076352
6,126,-0.632524718,0.0
6,60,-0.634020884,0.0
7,77,0.50593954,0.50593954
7,147,0.629464743,0.629464743
7,217,-0.858962924,0.0
7,218,0.540785847,0.540785847
7,150,-0.529128169,0.0
7,151,0.810253936,0.810253936
8,83,0.519534415,0.519534415
8,153,-0.720402994,0.0
9,221,0.546490012,0.546490012
9,25,-0.61081113,0.0
10,225,0.524338881,0.524338881
10,94,0.830168821,0.830168821
10,245,0.64136621,0.64136621
10,39,-0.503605901,0.0
11,25,-0.55216885,0.0
11,101,0.65526054,0.65526054
12,156,0.687748289,0.687748289
12,89,-0.596365123,0.0
12,94,0.567689478,0.567689478
12,53,0.533789845,0.533789845
12,192,-0.57792833,0.0
12,136,-0.718823589,0.0
13,88,0.563391109,0.563391109
13,158,0.503124881,0.503124881
13,94,-0.933197062,0.0
13,205,0.536225827,0.536225827
14,161,-0.50129455,0.0
14,27,0.581852137,0.581852137
15,221,0.519411655,0.519411655
15,55,-0.660803661,0.0
15,268,-0.703077713,0.0
15,131,-0.617528377,0.0
16,70,-0.514699541,0.0
16,155,0.563282518,0.563282518
17,2,-0.623562327,0.0
17,3,0.560785532,0.560785532
17,22,-0.556845878,0.0
17,235,-0.702224499,0.0
17,196,-0.616783256,0.0
18,141,-0.502277637,0.0
18,88,-0.533852428,0.0
18,89,-0.50644439,0.0
18,159,-0.548076406,0.0
18,160,0.538729759,0.538729759
19,222,0.595298849,0.595298849
20,77,0.5997173,0.5997173
20,79,-0.566210259,0.0
20,15,0.634461257,0.634461257
20,21,0.518226175,0.518226175
20,22,-0.874199685,0.0
21,106,-0.520577037,0.0
21,62,-0.579774145,0.0
22,215,0.528356308,0.528356308
22,224,-0.505698345,0.0
22,175,0.542025769,0.542025769
22,130,0.586728573,0.586728573
22,200,0.505769818,0.505769818
23,231,-0.595283073,0.0
24,43,0.630294449,0.630294449
25,77,-0.517584457,0.0
25,153,-0.903837487,0.0
25,160,0.618542489,0.618542489
26,1,-0.649973269,0.0
26,115,-0.552584668,0.0
26,53,0.53218079,0.53218079
26,64,-0.56358482,0.0
27,218,-0.514993473,0.0
28,71,0.517818742,0.517818742
28,3,-0.53154533,0.0
28,154,-0.680228902,0.0
28,86,-0.754601207,0.0
28,22,0.537583331,0.537583331
28,100,-0.541202397,0.0
28,256,0.520019785,0.520019785
28,265,0.639064707,0.639064707
28,267,0.697197503,0.697197503
29,168,0.503787281,0.503787281
29,169,0.532001769,0.532001769
31,70,-0.54438858,0.0
31,154,0.659489632,0.659489632
31,237,0.712890706,0.712890706
31,126,-0.682073707,0.0
31,265,-0.780898251,0.0
31,60,-0.6498944,0.0
32,102,-0.56972274,0.0
32,103,-0.520953825,0.0
33,78,0.503503521,0.503503521
33,92,0.681368309,0.681368309
33,248,-0.72113732,0.0
34,141,0.613500497,0.613500497
36,138,-0.610486498,0.0
36,244,-0.605716961,0.0
37,217,-0.505582817,0.0
37,165,0.671560989,0.671560989
37,98,0.552864503,0.552864503
37,45,-0.697771854,0.0
38,158,-0.528798618,0.0
39,94,0.586575102,0.586575102
39,97,-0.56935502,0.0
39,267,-0.56940629,0.0
40,7,0.656380733,0.656380733
41,72,0.563007696,0.563007696
41,231,0.670718402,0.670718402
41,111,0.502775905,0.502775905
41,181,-0.511845086,0.0
43,19,0.602903758,0.602903758
43,42,0.529401224,0.529401224
43,266,-0.546923318,0.0
44,252,-0.618911673,0.0
44,46,-0.51183572,0.0
45,245,0.575221083,0.575221083
45,135,0.547629828,0.547629828
46,246,0.674789919,0.674789919
46,61,0.621058917,0.621058917
47,33,-0.5061369,0.0
47,117,-0.576095835,0.0
48,216,0.673885553,0.673885553
48,230,0.671818454,0.671818454
48,96,-0.500723582,0.0
49,38,0.562034567,0.562034567
49,188,-0.546207681,0.0
50,246,-0.629147965,0.0
50,184,-0.602110502,0.0
50,266,0.502499683,0.502499683
51,141,-0.537122781,0.0
51,148,0.770301293,0.770301293
51,45,0.550677665,0.550677665
51,118,0.604909829,0.604909829
51,50,0.643925461,0.643925461
51,121,-0.698428679,0.0
52,115,0.547980483,0.547980483
53,256,0.638686748,0.638686748
53,119,0.505836228,0.505836228
53,259,-0.622937471,0.0
53,192,0.583254827,0.583254827
54,159,0.546516386,0.546516386
54,40,-0.588852825,0.0
54,257,-0.596478831,0.0
54,129,0.55357242,0.55357242
55,152,0.573424617,0.573424617
55,165,-0.525789612,0.0
55,106,0.686215468,0.686215468
55,194,0.543482959,0.543482959
56,234,0.852214286,0.852214286
56,98,0.760931265,0.760931265
56,183,-0.637699248,0.0
57,138,0.579895943,0.579895943
57,70,0.681806515,0.681806515
57,142,0.553194159,0.553194159
57,223,-0.545203872,0.0
57,30,-0.820549151,0.0
57,100,-0.798521452,0.0
57,196,0.689141656,0.689141656
58,138,0.725054156,0.725054156
58,139,0.713416684,0.713416684
58,85,-0.55796531,0.0
58,30,-0.520033227,0.0
58,31,-0.647906389,0.0
58,195,0.682475655,0.682475655
59,209,0.504286307,0.504286307
59,93,-0.58571895,0.0
60,85,-0.791574403,0.0
60,28,0.588418025,0.588418025
60,30,-0.539826435,0.0
60,238,-0.659307889,0.0
60,264,0.561709669,0.561709669
60,127,0.613635106,0.613635106
61,9,0.52077676,0.52077676
61,10,-0.623224935,0.0
61,151,0.608246913,0.608246913
61,244,0.560870437,0.560870437
62,0,0.609099863,0.609099863
62,143,0.525030243,0.525030243
62,244,0.533181789,0.533181789
62,263,0.598245553,0.598245553
63,260,-0.521037154,0.0
64,76,0.564673335,0.564673335
64,225,0.564367567,0.564367567
64,25,0.569394807,0.569394807
64,118,0.594958203,0.594958203
65,77,-0.545398356,0.0
67,217,-0.52463957,0.0
67,222,0.520478545,0.520478545
67,156,-0.674989796,0.0
67,229,-0.757264795,0.0
67,49,-0.586449618,0.0
68,156,-0.56256543,0.0
68,67,0.699037225,0.699037225
69,139,0.627919858,0.627919858
69,2,-0.589270908,0.0
69,141,0.518077193,0.518077193
69,4,0.639222938,0.639222938
69,143,0.56674102,0.56674102
69,6,0.53743639,0.53743639
70,138,0.711014631,0.711014631
70,71,-0.564816462,0.0
70,73,0.563844892,0.563844892
70,26,-0.577226534,0.0
71,72,-0.608384732,0.0
71,73,-0.795081074,0.0
71,17,-0.767955765,0.0
71,235,0.570678687,0.570678687
72,71,-0.567175572,0.0
72,4,0.579686452,0.579686452
