node,initial,target
0,40.1472454,100
1,53.66097906,100
2,54.89524312,100
3,49.51409852,100
4,49.17831551,100
5,48.86828398,100
6,51.09169574,100
7,57.1719584,100
8,40.87607532,100
9,49.39111623,100
10,44.53818698,100
11,49.42192412,100
12,59.41396049,100
13,55.1617548,100
14,43.08578984,100
15,49.00771876,100
16,49.33442007,100
17,41.88354696,100
18,47.40919412,100
19,46.51650716,100
20,48.7775688,100
21,53.94736058,100
22,55.22279404,100
23,59.35019465,100
24,47.41596048,100
25,53.36805924,100
26,47.09051936,100
27,46.24733283,100
28,46.07900196,100
29,48.74303838,100
30,55.29997715,100
31,55.47912097,100
32,54.00530204,100
33,43.78942718,100
34,44.54477444,100
35,42.79593996,100
36,53.39627989,100
37,43.99816405,100
38,53.64991008,100
39,42.56227265,100
40,42.59843011,100
41,56.64519603,100
42,56.09528715,100
43,58.53529978,100
44,56.65356392,100
45,56.55262344,100
46,41.27634512,100
47,47.74956758,100
48,40.61635669,100
49,42.79504967,100
50,56.45523227,100
51,45.76656208,100
52,51.30472213,100
53,55.73848755,100
54,43.89277416,100
55,53.29701713,100
56,59.51244703,100
57,55.61458062,100
58,54.10330757,100
59,42.29060147,100
60,51.07158801,100
61,51.18414321,100
62,52.6943664,100
63,55.72128611,100
64,52.8773024,100
65,52.63328798,100
66,51.37482392,100
67,55.56766994,100
68,57.86242243,100
69,40.1472454,100
70,53.66097906,100
71,54.89524312,100
72,49.51409852,100
73,49.17831551,100
74,48.86828398,100
75,51.09169574,100
76,57.1719584,100
77,40.87607532,100
78,49.39111623,100
79,44.53818698,100
80,49.42192412,100
81,59.41396049,100
82,55.1617548,100
83,43.08578984,100
84,49.00771876,100
85,49.33442007,100
86,41.88354696,100
87,47.40919412,100
88,46.51650716,100
89,48.7775688,100
90,53.94736058,100
91,55.22279404,100
92,59.35019465,100
93,47.41596048,100
94,53.36805924,100
95,47.09051936,100
96,46.24733283,100
97,46.07900196,100
98,48.74303838,100
99,55.29997715,100
100,55.47912097,100
101,54.00530204,100
102,43.78942718,100
103,44.54477444,100
104,42.79593996,100
105,53.39627989,100
106,43.99816405,100
107,53.64991008,100
108,42.56227265,100
109,42.59843011,100
110,56.64519603,100
111,56.09528715,100
112,58.53529978,100
113,56.65356392,100
114,56.55262344,100
115,41.27634512,100
116,47.74956758,100
117,40.61635669,100
118,42.79504967,100
119,56.45523227,100
120,45.76656208,100
121,51.30472213,100
122,55.73848755,100
123,43.89277416,100
124,53.29701713,100
125,59.51244703,100
126,55.61458062,100
127,54.10330757,100
128,42.29060147,100
129,51.07158801,100
130,51.18414321,100
131,52.6943664,100
132,55.72128611,100
133,52.8773024,100
134,52.63328798,100
135,51.37482392,100
136,55.56766994,100
137,57.86242243,100
